일자,종목코드,종목명,관리여부,종가,EPS,PER,BPS,PBR,주당배당금,배당수익률
2019/07/12,058400,KNN,-,"1,090",59,18.47,"1,439",0.76,25,2.29
2019/07/12,063440,SM Life Design,-,"1,695",-,-,"1,135",1.49,0,0
2019/07/12,137950,제이씨케미칼,-,"3,735",224,16.67,"3,671",1.02,60,1.61
2019/07/12,150900,파수닷컴,-,"4,550",107,42.52,"2,198",2.07,0,0
2019/07/12,178780,유테크,관리종목,"1,285",-,-,854,1.5,0,0
2019/07/12,219550,MP한강,-,"1,005",70,14.36,516,1.95,0,0
2019/07/12,052860,아이앤씨,-,"6,350",105,60.48,"2,745",2.31,0,0
2019/07/12,065560,녹원씨엔아이,-,"8,430",509,16.56,"5,161",1.63,108,1.28
2019/07/12,122350,삼기오토모티브,-,"2,870",17,168.82,"3,643",0.79,45,1.57
2019/07/12,226340,본느,-,"5,620",13,432.31,852,6.6,0,0
2019/07/12,043200,파루,-,"2,515",-,-,"1,133",2.22,0,0
2019/07/12,044960,이글벳,-,"6,410",85,75.41,"2,733",2.35,20,0.31
2019/07/12,057880,필로시스헬스케어,-,"2,150",-,-,742,2.9,0,0
2019/07/12,069140,누리플랜,-,"5,900",113,52.21,"4,634",1.27,0,0
2019/07/12,187220,디티앤씨,-,"10,100",151,66.89,"7,792",1.3,0,0
2019/07/12,241790,오션브릿지,-,"11,300","1,482",7.62,"5,608",2.01,400,3.54
2019/07/12,323230,신한제5호스팩,-,"2,265",-,-,-,-,,
2019/07/12,032790,엠젠플러스,-,"8,050",-,-,"1,262",6.38,0,0
2019/07/12,035620,바른손이앤에이,-,"1,865","1,253",1.49,"1,315",1.42,0,0
2019/07/12,039560,다산네트웍스,-,"9,650",-,-,"4,439",2.17,0,0
2019/07/12,086060,진바이오텍,-,"5,300",312,16.99,"5,570",0.95,30,0.57
2019/07/12,101000,상상인인더스트리,-,"3,125",-,-,732,4.27,0,0
2019/07/12,127160,매직마이크로,-,"1,945",-,-,"1,166",1.67,0,0
2019/07/12,127710,아시아경제,-,"2,185","1,138",1.92,"4,211",0.52,80,3.66
2019/07/12,141020,포티스,-,902,-,-,701,1.29,0,0
2019/07/12,038680,에스넷,-,"7,880",300,26.27,"4,302",1.83,100,1.27
2019/07/12,039670,한류타임즈,관리종목,917,-,-,"1,011",0.91,0,0
2019/07/12,065350,신성델타테크,-,"3,295",183,18.01,"5,292",0.62,50,1.52
2019/07/12,073640,삼원테크,-,"1,700",-,-,467,3.64,0,0
2019/07/12,099440,스맥,-,"3,095",-,-,"3,540",0.87,50,1.62
2019/07/12,123260,파인넥스,관리종목,701,-,-,857,0.82,0,0
2019/07/12,200710,에이디테크놀로지,-,"13,200",932,14.16,"5,280",2.5,100,0.76
2019/07/12,226350,아이엠텍,관리종목,"1,210",-,-,104,11.63,0,0
2019/07/12,253590,네오셈,-,"1,550",12,129.17,"1,894",0.82,0,0
2019/07/12,037330,인지디스플레,-,"2,460",266,9.25,"4,133",0.6,75,3.05
2019/07/12,042940,상지카일룸,-,"1,645",271,6.07,"1,209",1.36,0,0
2019/07/12,049180,셀루메드,-,"7,190",-,-,"1,292",5.57,0,0
2019/07/12,058530,슈펙스비앤피,-,820,-,-,920,0.89,0,0
2019/07/12,090710,휴림로봇,-,"1,095",-,-,364,3.01,0,0
2019/07/12,122640,예스티,-,"13,500",-,-,"4,325",3.12,0,0
2019/07/12,215090,리퓨어유니맥스,-,"2,830",-,-,"1,052",2.69,0,0
2019/07/12,251630,브이원텍,-,"10,550","1,031",10.23,"5,120",2.06,200,1.9
2019/07/12,290740,액트로,-,"9,400","1,656",5.68,"6,361",1.48,400,4.26
2019/07/12,323280,신영스팩5호,-,"2,220",-,-,-,-,,
2019/07/12,323940,케이비제18호스팩,-,"2,075",-,-,-,-,,
2019/07/12,031330,에스에이엠티,-,"2,185",321,6.81,"2,142",1.02,130,5.95
2019/07/12,037460,삼지전자,-,"12,900",864,14.93,"11,495",1.12,140,1.09
2019/07/12,041590,에너전트,-,"1,490",-,-,"2,135",0.7,0,0
2019/07/12,066430,와이오엠,-,"6,630",-,-,542,12.23,0,0
2019/07/12,067310,하나마이크론,-,"4,110",63,65.24,"5,893",0.7,60,1.46
2019/07/12,073540,에프알텍,-,"4,275",-,-,"2,892",1.48,0,0
2019/07/12,136540,윈스,-,"16,200","1,075",15.07,"8,438",1.92,320,1.98
2019/07/12,191420,테고사이언스,-,"25,300",-,-,"5,781",4.38,0,0
2019/07/12,195440,퓨전데이타,관리종목,374,-,-,23,16.26,0,0
2019/07/12,214870,뉴지랩,-,"10,750",-,-,"2,184",4.92,0,0
2019/07/12,263700,케어랩스,-,"15,200",622,24.44,"9,685",1.57,0,0
2019/07/12,026180,현대정보기술,-,"1,855",-,-,731,2.54,0,0
2019/07/12,089790,제이티,-,"4,110",244,16.84,"2,211",1.86,0,0
2019/07/12,096350,대창솔루션,-,541,-,-,465,1.16,0,0
2019/07/12,122310,제노레이,-,"18,500","2,407",7.69,"9,837",1.88,300,1.62
2019/07/12,198440,고려시멘트,-,"2,775",149,18.62,"2,705",1.03,35,1.26
2019/07/12,214370,케어젠,관리종목,"76,500","2,950",25.93,"22,422",3.41,600,0.78
2019/07/12,012700,리드코프,-,"6,230","1,203",5.18,"12,465",0.5,150,2.41
2019/07/12,030960,양지사,-,"10,600",190,55.79,"4,179",2.54,50,0.47
2019/07/12,038390,레드캡투어,-,"17,050","1,711",9.96,"17,327",0.98,800,4.69
2019/07/12,038530,골드퍼시픽,-,"2,235",-,-,"1,182",1.89,0,0
2019/07/12,046940,우원개발,-,"4,070",-,-,"3,774",1.08,0,0
2019/07/12,049070,인탑스,-,"16,000","1,314",12.18,"23,429",0.68,200,1.25
2019/07/12,049480,오픈베이스,-,"3,075",-,-,"2,016",1.53,15,0.49
2019/07/12,049520,유아이엘,-,"4,985",445,11.2,"7,708",0.65,400,8.02
2019/07/12,050860,아세아텍,-,"4,280",175,24.46,"5,692",0.75,75,1.75
2019/07/12,053050,지에스이,-,"1,560",209,7.46,"2,213",0.7,60,3.85
2019/07/12,054180,중앙오션,-,"2,420",-,-,809,2.99,0,0
2019/07/12,096240,청담러닝,-,"19,000","1,096",17.34,"8,626",2.2,800,4.21
2019/07/12,097520,엠씨넥스,-,"24,350","2,161",11.27,"7,530",3.23,300,1.23
2019/07/12,097870,효성오앤비,-,"8,240",478,17.24,"7,062",1.17,0,0
2019/07/12,123860,아나패스,-,"32,100",-,-,"6,840",4.69,250,0.78
2019/07/12,150840,인트로메딕,-,"4,075",-,-,803,5.07,0,0
2019/07/12,189690,포시에스,-,"6,570",804,8.17,"6,238",1.05,100,1.52
2019/07/12,220630,해마로푸드서비스,-,"2,455",181,13.56,767,3.2,30,1.22
2019/07/12,225190,삼양옵틱스,-,"13,850","1,246",11.12,"3,595",3.85,"1,100",7.94
2019/07/12,225330,씨엠에스에듀,-,"6,310",282,22.38,"2,196",2.87,260,4.12
2019/07/12,227950,마이크로텍,-,"1,770",-,-,721,2.45,0,0
2019/07/12,230360,에코마케팅,-,"31,500",952,33.09,"5,353",5.88,390,1.24
2019/07/12,005670,푸드웰,-,"7,460",459,16.25,"4,709",1.58,75,1.01
2019/07/12,008830,대동기어,-,"3,515",23,152.83,"6,559",0.54,25,0.71
2019/07/12,031860,엔에스엔,-,"1,750",-,-,872,2.01,0,0
2019/07/12,123040,엠에스오토텍,-,"4,400",129,34.11,"3,031",1.45,50,1.14
2019/07/12,126870,뉴로스,-,"5,540",-,-,"3,002",1.85,0,0
2019/07/12,138610,나이벡,-,"6,880",-,-,"1,446",4.76,0,0
2019/07/12,154040,솔루에타,-,"4,030",-,-,"5,204",0.77,0,0
2019/07/12,290270,휴네시온,-,"8,870",123,72.11,"2,319",3.82,50,0.56
2019/07/12,299910,베스파,-,"21,600",-,-,"11,347",1.9,0,0
2019/07/12,009620,삼보산업,-,"2,340",-,-,945,2.48,0,0
2019/07/12,028040,미래SCI,-,"1,165",-,-,760,1.53,0,0
2019/07/12,036620,버추얼텍,-,908,-,-,264,3.44,0,0
2019/07/12,043910,자연과환경,-,"1,390",23,60.43,788,1.76,0,0
2019/07/12,050110,캠시스,-,"2,185",182,12.01,"1,332",1.64,0,0
2019/07/12,054220,비츠로시스,관리종목,485,-,-,"1,156",0.42,0,0
2019/07/12,082660,삼우엠스,-,556,-,-,323,1.72,0,0
2019/07/12,082800,루미마이크로,-,"1,650",-,-,919,1.8,0,0
2019/07/12,088290,이원컴포텍,-,"2,095",-,-,599,3.5,0,0
2019/07/12,121850,코이즈,-,"1,970",-,-,"1,368",1.44,0,0
2019/07/12,138690,엘아이에스,-,"12,200",9,"1,355.56","2,320",5.26,0,0
2019/07/12,148250,알엔투테크놀로지,-,"13,350",152,87.83,"3,494",3.82,40,0.3
2019/07/12,312610,에이에프더블류,-,"18,450","1,089",16.94,"2,684",6.87,100,0.54
2019/07/12,014470,부방,-,"3,830",43,89.07,"3,408",1.12,0,0
2019/07/12,078650,코렌,-,"1,895",209,9.07,"1,071",1.77,0,0
2019/07/12,208710,바이오로그디바이스,-,"2,100",215,9.77,"1,685",1.25,0,0
2019/07/12,263540,샘코,-,"15,750",-,-,"4,982",3.16,0,0
2019/07/12,265920,한화수성스팩,-,"2,120",-,-,-,-,0,0
2019/07/12,299900,위지윅스튜디오,-,"19,000",772,24.61,"5,014",3.79,0,0
2019/07/12,027580,상보,-,"1,740",-,-,630,2.76,0,0
2019/07/12,042520,한스바이오메드,-,"24,650",417,59.11,"6,625",3.72,100,0.41
2019/07/12,073010,케이에스피,관리종목,"2,050",-,-,584,3.51,0,0
2019/07/12,089230,THE E&M,-,"1,050",199,5.28,277,3.79,0,0
2019/07/12,219420,링크제니시스,-,"10,600",226,46.9,"2,746",3.86,0,0
2019/07/12,230980,솔트웍스,-,"4,010",1,"4,010","1,846",2.17,0,0
2019/07/12,258610,이더블유케이,-,"5,050",393,12.85,"3,278",1.54,0,0
2019/07/12,264850,IBKS제6호스팩,-,"2,430",-,-,-,-,0,0
2019/07/12,267320,교보7호스팩,-,"2,420",-,-,-,-,0,0
2019/07/12,038540,상상인,-,"19,900","2,446",8.14,"7,417",2.68,0,0
2019/07/12,038880,아이에이,-,663,-,-,186,3.56,0,0
2019/07/12,060720,KH바텍,-,"9,140",-,-,"8,612",1.06,0,0
2019/07/12,092600,앤씨앤,-,"3,675",-,-,"2,179",1.69,0,0
2019/07/12,098120,마이크로컨텍솔,-,"3,235",-,-,"3,841",0.84,0,0
2019/07/12,126880,제이엔케이히터,-,"5,110",-,-,"3,081",1.66,0,0
2019/07/12,171010,램테크놀러지,-,"5,900",131,45.04,"1,650",3.58,0,0
2019/07/12,184230,SGA솔루션즈,-,"1,650",-,-,"1,113",1.48,0,0
2019/07/12,197210,리드,-,"6,480",-,-,"2,686",2.41,0,0
2019/07/12,214180,민앤지,-,"19,900","1,074",18.53,"7,545",2.64,260,1.31
2019/07/12,251970,펌텍코리아,-,"153,200","14,038",10.91,"44,373",3.45,0,0
2019/07/12,033430,디에스티,-,"1,225",-,-,306,4,0,0
2019/07/12,045970,코아시아,-,"8,450",-,-,"4,921",1.72,0,0
2019/07/12,053610,프로텍,-,"19,100","2,728",7,"16,437",1.16,300,1.57
2019/07/12,091970,나노캠텍,-,"4,715",55,85.73,"3,076",1.53,0,0
2019/07/12,121890,에스디시스템,-,"5,070",-,-,"1,912",2.65,0,0
2019/07/12,139050,데일리블록체인,-,"1,065",-,-,987,1.08,0,0
2019/07/12,203690,프로스테믹스,-,"4,485",-,-,703,6.38,0,0
2019/07/12,215100,로보로보,-,"6,200",148,41.89,"1,416",4.38,29,0.47
2019/07/12,017680,데코앤이,관리종목,"1,460",-,-,"2,062",0.71,0,0
2019/07/12,033600,럭슬,관리종목,"1,030",-,-,988,1.04,0,0
2019/07/12,036260,이매진아시아,관리종목,"2,220",-,-,715,3.1,0,0
2019/07/12,064800,필링크,-,"1,545",-,-,"1,804",0.86,0,0
2019/07/12,096690,제이스테판,-,"2,530",-,-,"3,090",0.82,0,0
2019/07/12,131100,리켐,관리종목,"3,625",-,-,"1,373",2.64,0,0
2019/07/12,206560,덱스터,-,"7,150",121,59.09,"2,564",2.79,0,0
2019/07/12,214680,디알텍,-,"1,825",29,62.93,709,2.57,0,0
2019/07/12,048410,현대바이오,-,"16,400",78,210.26,"1,201",13.66,0,0
2019/07/12,054210,이랜텍,-,"6,210",-,-,"6,884",0.9,0,0
2019/07/12,054300,팬스타엔터프라이즈,-,"1,210",-,-,756,1.6,0,0
2019/07/12,082850,우리바이오,-,"1,190",-,-,"2,120",0.56,0,0
2019/07/12,101240,씨큐브,-,"11,700",640,18.28,"6,232",1.88,150,1.28
2019/07/12,106520,디지탈옵틱,관리종목,674,-,-,874,0.77,0,0
2019/07/12,220260,켐트로스,-,"3,815",230,16.59,"1,486",2.57,0,0
2019/07/12,254120,IBKS제5호스팩,-,"2,860",-,-,-,-,0,0
2019/07/12,008800,스튜디오썸머,관리종목,"1,770",-,-,"1,861",0.95,0,0
2019/07/12,014970,삼륭물산,-,"6,350",-,-,"4,562",1.39,75,1.18
2019/07/12,052900,KMH하이텍,-,"1,270",100,12.7,"1,400",0.91,0,0
2019/07/12,060300,레드로버,-,610,-,-,"2,128",0.29,0,0
2019/07/12,061040,알에프텍,-,"8,850",353,25.07,"6,378",1.39,0,0
2019/07/12,078590,두올산업,-,"1,870",-,-,496,3.77,0,0
2019/07/12,079810,디이엔티,-,"3,215",-,-,"1,970",1.63,0,0
2019/07/12,089980,상아프론테크,-,"18,200",854,21.31,"8,358",2.18,160,0.88
2019/07/12,121800,비덴트,-,"7,650","2,571",2.98,"8,693",0.88,0,0
2019/07/12,208860,엔지스테크널러지,-,"6,270",-,-,"1,130",5.55,0,0
2019/07/12,214310,세미콘라이트,-,"1,040",-,-,479,2.17,0,0
2019/07/12,000250,삼천당제약,-,"36,750",409,89.85,"6,719",5.47,50,0.14
2019/07/12,003380,하림지주,-,"11,150","1,315",8.48,"17,993",0.62,100,0.9
2019/07/12,005290,동진쎄미켐,-,"13,550",928,14.6,"5,875",2.31,90,0.66
2019/07/12,006730,서부T&D,-,"9,250",-,-,"11,703",0.79,0,0
2019/07/12,007390,네이처셀,-,"9,520",42,226.67,813,11.71,0,0
2019/07/12,007820,에스엠코어,-,"10,600",76,139.47,"3,774",2.81,50,0.47
2019/07/12,009730,코센,-,"1,580",-,-,531,2.98,0,0
2019/07/12,010170,대한광통신,-,"4,190",318,13.18,"2,591",1.62,0,0
2019/07/12,012340,뉴인텍,-,780,-,-,264,2.95,0,0
2019/07/12,013030,하이록코리아,-,"18,100",848,21.34,"24,637",0.73,500,2.76
2019/07/12,014620,성광벤드,-,"10,400",-,-,"15,246",0.68,100,0.96
2019/07/12,015750,성우하이텍,-,"4,015",343,11.71,"13,053",0.31,80,1.99
2019/07/12,016100,리더스코스메틱,-,"8,460",-,-,"4,203",2.01,0,0
2019/07/12,016250,이테크건설,-,"92,200","13,248",6.96,"101,364",0.91,"1,000",1.08
2019/07/12,019210,와이지-원,-,"9,290",717,12.96,"10,518",0.88,200,2.15
2019/07/12,019540,일지테크,-,"4,200",-,-,"9,090",0.46,25,0.6
2019/07/12,019570,리더스 기술투자,-,802,-,-,363,2.21,0,0
2019/07/12,022100,포스코 ICT,-,"5,630",-,-,"2,227",2.53,50,0.89
2019/07/12,023160,태광,-,"10,200",388,26.29,"16,001",0.64,75,0.74
2019/07/12,023410,유진기업,-,"5,870",325,18.06,"9,810",0.6,150,2.56
2019/07/12,023770,플레이위드,-,"47,400",-,-,"1,180",40.17,0,0
2019/07/12,025770,한국정보통신,-,"8,910",651,13.69,"4,754",1.87,0,0
2019/07/12,025900,동화기업,-,"18,000","2,138",8.42,"25,580",0.7,250,1.39
2019/07/12,025980,아난티,-,"14,050",-,-,"3,902",3.6,0,0
2019/07/12,028150,GS홈쇼핑,-,"168,500","21,838",7.72,"165,849",1.02,"7,000",4.15
2019/07/12,028300,에이치엘비,-,"32,350",678,47.71,"4,438",7.29,0,0
2019/07/12,029480,바른테크놀로지,-,"1,120",-,-,293,3.82,0,0
2019/07/12,029960,코엔텍,-,"11,200",492,22.76,"2,974",3.77,400,3.57
2019/07/12,030190,NICE평가정보,-,"15,700",641,24.49,"3,267",4.81,190,1.21
2019/07/12,030520,한글과컴퓨터,-,"12,100",299,40.47,"8,613",1.4,200,1.65
2019/07/12,030530,원익홀딩스,-,"4,115","1,016",4.05,"9,500",0.43,0,0
2019/07/12,031390,녹십자셀,-,"41,150","1,189",34.61,"5,661",7.27,100,0.24
2019/07/12,032500,케이엠더블유,-,"48,100",-,-,"2,292",20.99,0,0
2019/07/12,033290,코웰패션,-,"7,170",561,12.78,"2,303",3.11,40,0.56
2019/07/12,034230,파라다이스,-,"16,400",-,-,"13,989",1.17,100,0.61
2019/07/12,035600,KG이니시스,-,"14,150","1,276",11.09,"7,642",1.85,300,2.12
2019/07/12,035760,CJ ENM,-,"176,500","12,661",13.94,"126,022",1.4,"1,200",0.68
2019/07/12,035810,이지바이오,-,"5,630",620,9.08,"6,828",0.82,75,1.33
2019/07/12,035890,서희건설,-,"1,380",208,6.63,"1,617",0.85,15,1.09
2019/07/12,035900,JYP Ent.,-,"22,500",742,30.32,"3,587",6.27,122,0.54
2019/07/12,036420,제이콘텐트리,-,"4,675",152,30.76,"2,339",2,0,0
2019/07/12,036490,SK머티리얼즈,-,"160,700","11,536",13.93,"35,670",4.51,"3,750",2.33
2019/07/12,036630,세종텔레콤,-,485,-,-,553,0.88,0,0
2019/07/12,036830,솔브레인,-,"57,400","5,872",9.78,"41,701",1.38,750,1.31
2019/07/12,036930,주성엔지니어링,-,"6,560",906,7.24,"4,250",1.54,100,1.52
2019/07/12,038160,팍스넷,-,"10,300",-,-,"3,800",2.71,0,0
2019/07/12,038290,마크로젠,-,"29,900",353,84.7,"11,214",2.67,0,0
2019/07/12,038340,UCI,-,"5,900",-,-,708,8.33,0,0
2019/07/12,038500,삼표시멘트,-,"3,730",-,-,"5,784",0.64,0,0
2019/07/12,039030,이오테크닉스,-,"61,200","1,778",34.42,"30,383",2.01,100,0.16
2019/07/12,039200,오스코텍,-,"21,000",153,137.25,"1,621",12.95,0,0
2019/07/12,039230,에이아이비트,-,837,-,-,501,1.67,0,0
2019/07/12,039840,디오,-,"38,500",379,101.58,"7,491",5.14,0,0
2019/07/12,041140,넥슨지티,-,"8,660",-,-,"2,905",2.98,0,0
2019/07/12,041510,에스엠,-,"38,200","1,363",28.03,"18,424",2.07,0,0
2019/07/12,041830,인바디,-,"26,600","1,459",18.23,"9,090",2.93,120,0.45
2019/07/12,041960,코미팜,-,"21,950",-,-,"1,467",14.96,0,0
2019/07/12,042000,카페24,-,"61,400",-,-,"11,657",5.27,0,0
2019/07/12,043150,바텍,-,"28,800","1,835",15.69,"14,752",1.95,100,0.35
2019/07/12,044340,위닉스,-,"20,750","1,159",17.9,"6,641",3.12,400,1.93
2019/07/12,044490,태웅,-,"10,250",-,-,"30,137",0.34,0,0
2019/07/12,045100,한양이엔지,-,"12,000","4,359",2.75,"16,968",0.71,400,3.33
2019/07/12,045390,대아티아이,-,"5,750",91,63.19,"1,291",4.45,20,0.35
2019/07/12,045890,GV,-,"1,805",-,-,"1,874",0.96,0,0
2019/07/12,046890,서울반도체,-,"17,950","1,094",16.41,"11,122",1.61,284,1.58
2019/07/12,048260,오스템임플란트,-,"72,100",913,78.97,"7,604",9.48,0,0
2019/07/12,048530,인트론바이오,-,"14,350",292,49.14,"1,268",11.32,0,0
2019/07/12,049950,미래컴퍼니,-,"46,300","2,748",16.85,"12,702",3.65,300,0.65
2019/07/12,051500,CJ프레시웨이,-,"32,000","1,154",27.73,"16,496",1.94,200,0.63
2019/07/12,052020,에스티큐브,-,"14,000",-,-,"1,393",10.05,0,0
2019/07/12,053030,바이넥스,-,"9,690",203,47.73,"4,709",2.06,0,0
2019/07/12,053110,소리바다,-,"1,110",-,-,465,2.39,0,0
2019/07/12,053800,안랩,-,"63,200","2,630",24.03,"19,413",3.26,900,1.42
2019/07/12,056190,에스에프에이,-,"38,850","4,556",8.53,"21,857",1.78,"1,278",3.29
2019/07/12,058470,리노공업,-,"59,700","3,219",18.55,"17,244",3.46,"1,100",1.84
2019/07/12,058820,CMG제약,-,"3,150",53,59.43,911,3.46,0,0
2019/07/12,060150,인선이엔티,-,"7,890",421,18.74,"4,983",1.58,0,0
2019/07/12,060240,룽투코리아,-,"8,650",889,9.73,"2,730",3.17,0,0
2019/07/12,060570,드림어스컴퍼니,-,"6,780",-,-,"2,877",2.36,0,0
2019/07/12,060900,케이알피앤이,-,900,-,-,155,5.81,0,0
2019/07/12,063080,게임빌,-,"39,150",-,-,"35,689",1.1,0,0
2019/07/12,063570,한국전자금융,-,"8,160",702,11.62,"4,546",1.79,110,1.35
2019/07/12,064760,티씨케이,-,"59,600","4,013",14.85,"15,772",3.78,900,1.51
2019/07/12,065620,제낙스,-,"13,000",-,-,409,31.78,0,0
2019/07/12,065660,안트로젠,-,"46,300",-,-,"6,539",7.08,0,0
2019/07/12,066970,엘앤에프,-,"31,150",927,33.6,"5,680",5.48,100,0.32
2019/07/12,067080,대화제약,-,"15,550",376,41.36,"4,218",3.69,150,0.96
2019/07/12,067160,아프리카TV,-,"64,400","2,016",31.94,"8,041",8.01,470,0.73
2019/07/12,067290,JW신약,-,"5,210",-,-,804,6.48,60,1.15
2019/07/12,067390,아스트,-,"9,800",235,41.7,"6,040",1.62,0,0
2019/07/12,067630,에이치엘비생명과학,-,"7,300",-,-,"6,036",1.21,0,0
2019/07/12,068240,다원시스,-,"14,150",329,43.01,"7,490",1.89,50,0.35
2019/07/12,068760,셀트리온제약,-,"42,950",-,-,"7,927",5.42,0,0
2019/07/12,069080,웹젠,-,"17,900","1,609",11.12,"8,878",2.02,0,0
2019/07/12,071460,위니아딤채,-,"3,255",-,-,"1,995",1.63,0,0
2019/07/12,073070,에스모,-,"5,400",-,-,891,6.06,0,0
2019/07/12,074600,원익QnC,-,"11,650","1,541",7.56,"8,003",1.46,0,0
2019/07/12,075970,동국알앤에스,-,"3,330",166,20.06,"4,015",0.83,80,2.4
2019/07/12,076610,해성옵틱스,-,"2,670",-,-,"2,398",1.11,0,0
2019/07/12,078160,메디포스트,-,"32,800",-,-,"8,124",4.04,0,0
2019/07/12,078340,컴투스,-,"96,900","10,358",9.36,"65,600",1.48,"1,400",1.44
2019/07/12,078940,코드네이처,관리종목,"1,490",-,-,98,15.2,0,0
2019/07/12,080160,모두투어,-,"18,350",695,26.4,"7,056",2.6,350,1.91
2019/07/12,080420,모다이노칩,-,"4,280",347,12.33,"4,317",0.99,0,0
2019/07/12,082270,젬백스,-,"14,550",-,-,"3,228",4.51,0,0
2019/07/12,083640,인콘,-,"2,270",-,-,770,2.95,0,0
2019/07/12,083790,크리스탈,-,"14,350",187,76.74,"4,415",3.25,0,0
2019/07/12,084110,휴온스글로벌,-,"37,400","2,665",14.03,"33,197",1.13,500,1.34
2019/07/12,084990,헬릭스미스,-,"169,800",-,-,"8,234",20.62,0,0
2019/07/12,086450,동국제약,-,"72,000","5,341",13.48,"34,603",2.08,520,0.72
2019/07/12,086520,에코프로,-,"26,150","1,781",14.68,"8,188",3.19,0,0
2019/07/12,086900,메디톡스,-,"414,700","12,890",32.17,"43,440",9.55,900,0.22
2019/07/12,087010,펩트론,-,"16,400",-,-,"2,943",5.57,0,0
2019/07/12,089600,나스미디어,-,"34,550","2,161",15.99,"15,088",2.29,530,1.53
2019/07/12,090460,비에이치,-,"18,400","2,726",6.75,"5,988",3.07,0,0
2019/07/12,091700,파트론,-,"14,550",186,78.23,"5,602",2.6,200,1.37
2019/07/12,091990,셀트리온헬스케어,-,"52,700",80,658.75,"11,419",4.62,0,0
2019/07/12,092040,아미코젠,-,"23,550","2,093",11.25,"6,632",3.55,0,0
2019/07/12,092730,네오팜,-,"50,000","2,173",23.01,"7,946",6.29,650,1.3
2019/07/12,095190,이엠코리아,-,"5,720",-,-,"2,360",2.42,0,0
2019/07/12,095610,테스,-,"16,650","2,192",7.6,"10,746",1.55,400,2.4
2019/07/12,095700,제넥신,-,"60,800",-,-,"14,152",4.3,0,0
2019/07/12,096530,씨젠,-,"26,300",378,69.58,"5,245",5.01,0,0
2019/07/12,098460,고영,-,"90,500","3,122",28.99,"16,501",5.48,650,0.72
2019/07/12,100120,뷰웍스,-,"31,100","2,095",14.84,"14,077",2.21,300,0.96
2019/07/12,102940,코오롱생명과학,-,"23,000",-,-,"41,865",0.55,0,0
2019/07/12,104830,원익머트리얼즈,-,"22,450","3,336",6.73,"22,285",1.01,200,0.89
2019/07/12,108230,톱텍,-,"9,160",546,16.78,"9,097",1.01,150,1.64
2019/07/12,108320,실리콘웍스,-,"40,600","3,010",13.49,"27,460",1.48,830,2.04
2019/07/12,112040,위메이드,-,"30,400",-,-,"15,451",1.97,600,1.97
2019/07/12,115450,지트리비앤티,-,"27,850",196,142.09,"2,804",9.93,0,0
2019/07/12,115960,연우,-,"24,400",594,41.08,"15,453",1.58,0,0
2019/07/12,122870,와이지엔터테인먼트,-,"28,500",975,29.23,"18,407",1.55,150,0.53
2019/07/12,122990,와이솔,-,"16,950","1,939",8.74,"10,750",1.58,250,1.47
2019/07/12,140410,메지온,-,"88,800",-,-,"6,633",13.39,0,0
2019/07/12,141080,레고켐바이오,-,"53,800",-,-,"8,473",6.35,0,0
2019/07/12,144510,녹십자랩셀,-,"31,850",95,335.26,"4,522",7.04,35,0.11
2019/07/12,145020,휴젤,-,"379,900","17,481",21.73,"166,977",2.28,0,0
2019/07/12,161580,필옵틱스,-,"7,860",-,-,"3,832",2.05,0,0
2019/07/12,178920,SKC코오롱PI,-,"32,050","1,191",26.91,"8,810",3.64,830,2.59
2019/07/12,182400,엔케이맥스,-,"14,100",-,-,"1,406",10.03,0,0
2019/07/12,183490,엔지켐생명과학,-,"61,100",-,-,"7,610",8.03,0,0
2019/07/12,192440,슈피겐코리아,-,"64,500","7,082",9.11,"42,034",1.53,"1,150",1.78
2019/07/12,195990,유지인트,-,918,-,-,"1,085",0.85,0,0
2019/07/12,196170,알테오젠,-,"31,300",-,-,"4,851",6.45,0,0
2019/07/12,200130,콜마비앤에이치,-,"25,950","1,637",15.85,"6,928",3.75,200,0.77
2019/07/12,200230,텔콘RF제약,-,"6,030",-,-,"1,871",3.22,0,0
2019/07/12,207760,미스터블루,-,"9,100",113,80.53,"1,309",6.95,20,0.22
2019/07/12,213420,덕산네오룩스,-,"16,250",784,20.73,"5,870",2.77,0,0
2019/07/12,214450,파마리서치프로덕트,-,"41,150","1,528",26.93,"19,925",2.07,300,0.73
2019/07/12,215200,메가스터디교육,-,"33,900","3,508",9.66,"18,126",1.87,850,2.51
2019/07/12,215360,우리산업,-,"24,300","1,338",18.16,"11,913",2.04,100,0.41
2019/07/12,215600,신라젠,-,"45,150",-,-,"2,365",19.09,0,0
2019/07/12,217480,에스디생명공학,-,"7,120",401,17.76,"4,977",1.43,0,0
2019/07/12,217730,강스템바이오텍,-,"14,600",-,-,"2,290",6.38,0,0
2019/07/12,218410,RFHIC,-,"32,000","1,084",29.52,"6,976",4.59,200,0.63
2019/07/12,219130,타이거일렉,-,"6,300",344,18.31,"6,626",0.95,0,0
2019/07/12,222040,코스맥스엔비티,-,"9,290",369,25.18,"4,406",2.11,111,1.19
2019/07/12,226950,올릭스,-,"41,150",-,-,"8,447",4.87,0,0
2019/07/12,234340,세틀뱅크,-,"51,600",-,-,-,-,,
2019/07/12,237690,에스티팜,-,"17,250",-,-,"17,773",0.97,500,2.9
2019/07/12,237880,클리오,-,"21,750",59,368.64,"8,318",2.61,0,0
